Park Name,County,Park Identifier,MH Spaces,Phone,Address,Operater
APPLE TREE VILLAGE,BUTTE,04-0117-MP,167.0,(530) 877-8901,"1400 KILCREASE CIR, PARADISE, CA 95969",APPLE TREE VILLAGE LLC
BLUE HAVEN MHP,BUTTE,04-0118-MP,37.0,(530) 872-8100,"5510 CLARK RD, PARADISE, CA 95969",BLUE HAVEN MHP LLC
FOOTHILLS MOBILE HOME PARK,BUTTE,04-0119-MP,115.0,(530) 891-5303,"2920 CLARK RD, OROVILLE, CA 95965",FOOTHILLS SOLAR COMMUNITY LP
LIME SADDLE MOBIL ESTATES,BUTTE,04-0120-MP,31.0,(707) 386-7548,"4333 PENTZ RD, PARADISE, CA 95969",LIME SADDLE MHP
CHATEAU MH ESTATES,BUTTE,04-0122-MP,103.0,(415) 722-0050,"1023\1047 14TH ST, OROVILLE, CA 95965",MARLOW
FENN HUNTING CLUB,BUTTE,04-0124-MP,0.0,(530) 343-9108,"7955 PINTAIL LN, DURHAM, CA 95938",FENN
PARADISE PINES RV PARK,BUTTE,04-0125-MP,1.0,(530) 413-8078,"14360 SKYWAY, MAGALIA, CA 95954",14360 SKYWAY FAMILY TRUST
PINE RIDGE PARK,BUTTE,04-0126-MP,1.0,(530) 877-0677,"5084 PENTZ RD, PARADISE, CA 95969",HEIDI RORICK-EVANS & HUCK RORICK
CREEKSIDE VILLAGE,BUTTE,04-0127-MP,150.0,(530) 345-4071,"3549 ESPLANADE, CHICO, CA 95926",CREEKSIDE VILLAGE TIC
PLEASANT VALLEY,BUTTE,04-0130-MP,119.0,(530) 343-0785,"1675 MANZANITA AVE, CHICO, CA 95926",LGC PLEASANT VALLEY LLC
FEATHER WEST TRAVEL TP,BUTTE,04-0131-MP,0.0,(530) 877-9666,"3922 PENTZ RD, PARADISE, CA 95969",GENTILE
PINE GROVE MHP,BUTTE,04-0132-MP,78.0,(530) 877-7887,"1368 GARNET LN, PARADISE, CA 95969",HELD
CASA DE FLORES MH COMMUNITY,BUTTE,04-0133-MP,309.0,(530) 343-5551,"701 E LASSEN AVE, CHICO, CA 95973",CASA DE FLORES A GENERAL PARTNERSHIP
RIVER ONE RV PARK,BUTTE,04-0135-MP,1.0,(530) 533-8679,"751 ORO DAM BLVD WEST, OROVILLE, CA 95965",CASSIN
DINGERVILLE USA,BUTTE,04-0136-MP,42.0,(530) 533-9343,"5813 PACIFIC HEIGHTS RD, OROVILLE, CA 95965",DINGERVILLE AURA
LAKE VISTA II,BUTTE,04-0138-MP,11.0,(530) 833-7800,"6386 LINCOLN BLVD, OROVILLE, CA 95965",COB MHC LAKE VISTA ONE LLC
CHICO CREEK MH ESTATES,BUTTE,04-0141-MP,68.0,(530) 942-3245,"1595 MANZANITA AVE, CHICO, CA 95926",CHICO CREEK MHE LP
RIVER REFLECTIONS,BUTTE,04-0142-MP,0.0,(530) 533-1995,"4360 PACIFIC HEIGHTS RD, OROVILLE, CA 95965",NATURAL CONCEPTS INC
BAMBI INN,BUTTE,04-0143-MP,0.0,(530) 873-4125,"7436 HUMBOLDT RD, BUTTE MEADOWS, CA 95942",NEVERKOVEC
THE OUTPOST,BUTTE,04-0144-MP,0.0,(530) 873-3050,"7589 HUMBOLDT RD, BUTTE MEADOWS, CA 95942",PRICHARD
FALLING ROCK RV PARK,BUTTE,04-0146-MP,0.0,(530) 533-9070,"3454 HWY 70, OROVILLE, CA 95965",DINYARI
CONCOW CAMP GROUND,BUTTE,04-0147-MP,0.0,(530) 533-4266,"12967 CONCOW RD, OROVILLE, CA 95965",LAKE CONCOW ASSOCIATES INC
SPRINGFIELD MANOR MHP,BUTTE,04-0148-MP,91.0,(530) 891-4981,"2050 SPRINGFIELD DR, CHICO, CA 95928","R & D MGMT,LLC"
RHOADS END,BUTTE,04-0149-MP,0.0,(530) 533-2175,"1312 ORD DAM BLVD WEST, OROVILLE, CA 95965",SORIA
EAGLE CREST ESTATES,BUTTE,04-0150-MP,12.0,(530) 532-9214,"1 EAGLE CREST RD, OROVILLE, CA 95966",ENTERPRISE RANCHERIA
THE PLANTATION,BUTTE,04-0152-MP,100.0,(853) 876-9265,"5550 BERRY CREEK DRIVE, PARADISE, CA 95969",THE PLANTATION LANDOWNERS ASSOCIATION
LANCE TENNIS,BUTTE,04-0153-MP,0.0,(530) 891-5580,"7595 AUGUS FRIAS RD, CHICO, CA 95926",TENNIS
KNOTTY ESTATES,BUTTE,04-0155-MP,3.0,(530) 534-6956,"1171 ORO DAM BLVD WEST, OROVILLE, CA 95965",MAHEW
ALMOND TREE RV PARK,BUTTE,04-0156-MP,0.0,(530) 899-1271,"3124 ESPLANADE, CHICO, CA 95973",ALMOND TREE RV PARK PARTNERSHIP
GRIDLEY INN/RV PARK,BUTTE,04-10185-MP,0.0,(530) 846-4520,"1490 HWY 99 E, GRIDLEY, CA 95948",KAUR
AUTUMN FLIGHT DUCK CLUB,BUTTE,04-10280-MP,0.0,,"4145 NELSON WEST RD, RICHVALE, CA 95974",GRACE AG PARTNERSHIP
L.C. PROPERTIES HUNTING CLUB,BUTTE,04-11281-MP,17.0,(530) 809-0475,"7202 SEVEN MILE LANE, CHICO, CA 95928",LC PROPERTIES
STANS RV PARK AND LOUNGE,BUTTE,04-11341-MP,0.0,(530) 846-6020,"280 FAIRVIEW DRIVE, GRIDLEY, CA 95948",STAN
LITTLE CHICO RV PARK,BUTTE,04-12621-MP,0.0,(530) 893-3082,"1818 NORD AVE, CHICO, CA 95926",CARLSON
DUNROVIN MH VILLAGE,CALAVERAS,05-0001-MP,42.0,(209) 293-7252,"395 STANLEY RD, WEST POINT, CA 95255",IRON OAK PROPERTIES
SAN ANDREAS MHP,CALAVERAS,05-0003-MP,22.0,(209) 754-3424,"607 MT RANCH RD, SAN ANDREAS, CA 95249",HELD
SAFARI MOBILE HOME PARK,CALAVERAS,05-0006-MP,40.0,(209) 634-1245,"4482 MORAN ROAD, AVERY, CA 95224",CALIFORNIA MOBILE HOME PARK INVESTORS 8 LLC
GOLD STRIKE VILLAGE,CALAVERAS,05-0009-MP,73.0,(209) 213-7007,"1925 GOLD STRIKE RD, SAN ANDREAS, CA 95249",GOLD STRIKE MHP LP
VALLEY SPRINGS TRAILER CT,CALAVERAS,05-0012-MP,15.0,(209) 862-1374,"224 ROSE ST, VALLEY SPRINGS, CA 95252",MEDEIROS
"CASTLE ROCK MOBILE PARK, LLC",CALAVERAS,05-0013-MP,47.0,(805) 705-1410,"247  HWY 12, VALLEY SPRINGS, CA 95252",FOLEY
BEAR MTN TP,CALAVERAS,05-0019-MP,4.0,(209) 736-0460,"221 MONTE VERDE ST, ANGELS CAMP, CA 95222",GUARDADO
BIG HORN MHP,CALAVERAS,05-0021-MP,188.0,(209) 736-2075,"314 S MAIN ST, ANGELS CAMP, CA 95222",BIG HORN PARK
TANWOOD MHP,CALAVERAS,05-0023-MP,36.0,(209) 634-1245,"3950 HWY 4, AVERY, CA 95224",CALIFORNIA MOBILE HOME PARK INVESTORS LLC
CAMANCHE SOUTH SHORE RECREATION AREA,CALAVERAS,05-0027-MP,70.0,(209) 772-8257,"11700 WADE LN, VALLEY SPRINGS, CA 95252",EAST BAY MUNICIPAL UTILITY DISTRICT
SALT SPRING VALLEY RESORT,CALAVERAS,05-0033-MP,3.0,(209) 899-2460,"7422 ROCK CREEK RD, COPPEROPOLIS, CA 95228",ROCK CREEK WATER DISTRICT
GOLDEN PINES RV RESORT & CAMPGROUND,CALAVERAS,05-0038-MP,2.0,(209) 795-2820,"2869 HWY 4, DORRINGTON, CA 95223",SAVAGE
CALAVERAS VALLEY MOBILEHOME PARK,CALAVERAS,05-0048-MP,26.0,(209) 293-1571,"245 RAILROAD FLAT RD, RAILROAD FLAT, CA 95248",CALAVERAS VALLEY VILLAGE LLC
VALLEY SPRINGS MOBILE HOME PARK,CALAVERAS,05-0049-MP,36.0,(209) 747-2117,"329 E SEQUOIA AVE, VALLEY SPRINGS, CA 95252",VALLEY SPRINGS MOBILE HOME PARK LLC
CALAVERAS TIMBER TRAILS ASSOCIATION,CALAVERAS,05-0050-MP,0.0,(209) 795-2130,"1071 AVERY SHEEP RANCH ROAD, AVERY, CA 95224",CALAVERAS TIMBER TRAILS ASSOCIATION
MURPHYS DIGGINS MHP,CALAVERAS,05-0054-MP,183.0,(209) 728-3513,"216 TOM BELL RD, MURPHYS, CA 95247",REEVE
LAKESIDE MOBILE ESTATES,CALAVERAS,05-0055-MP,22.0,(209) 754-5862,"1475 RAILROAD FLAT RD, RAILROAD FLAT, CA 95248",LAKESIDE VENTURES LLC
OAK SHADOWS MHP,CALAVERAS,05-0056-MP,105.0,(209) 754-4762,"1330 CALAVERITAS RD, SAN ANDREAS, CA 95249",OAK SHADOWS SAN ANDREAS LLC
ANGELS COURT,CALAVERAS,05-0058-MP,22.0,(209) 736-4900,"303 N BAKER, ANGELS CAMP, CA 95221",ANGELS CAMP LLC
DILLASHAW PARK,CALAVERAS,05-0059-MP,4.0,(209) 736-2130,"273 N BAKER, ANGELS CAMP, CA 95221",DILLASHAW
ANGELS CAMP RV & CAMPING RESORT,CALAVERAS,05-0060-MP,0.0,(209) 736-0404,"3069 HWY 49, ANGELS CAMP, CA 95222",LADYBUG VENTURES LLC
ALMOND GROVE MHP,COLUSA,06-0002-MP,17.0,(530) 473-5620,"880 TWELVETH ST, WILLIAMS, CA 95987",LINDSAY
HIGH STREET TRAILER COURT,COLUSA,06-0003-MP,30.0,(530) 458-4424,"50 10TH ST, COLUSA, CA 95932",BERGH
GRIMES BOAT LANDING & FISHING RESORT,COLUSA,06-0004-MP,6.0,(530) 437-2333,"1658 HWY 45, GRIMES, CA 95950",CATANIA
DOWNTOWN MP II,COLUSA,06-0006-MP,10.0,(916) 663-0715,"27 3RD ST, COLUSA, CA 95932",HINKEY
"MAXWELL MHP, LLC",COLUSA,06-0007-MP,26.0,(916) 419-5002,"450 OLD HIGHWAY 99, MAXWELL, CA 95955",MAXWELL MHP LLC
DOVE MHP,COLUSA,06-0009-MP,10.0,(530) 473-5325,"222 7TH ST, WILLIAMS, CA 95987",KEENER
MACS COTTAGE TP,COLUSA,06-0010-MP,20.0,(530) 437-2492,"375 BALSDON ST, GRIMES, CA 95950",SCHULTE
ARBUCKLE MHP,COLUSA,06-0011-MP,10.0,(530) 908-9494,"1ST\PINE ST, ARBUCKLE, CA 95912",KEENER
WARDS BOAT LANDING,COLUSA,06-0014-MP,11.0,(530) 696-2672,"2701 BUTE SLOUGH RD, COLUSA, CA 95932",AYALA
TERHEL FARMS MHP,COLUSA,06-0015-MP,42.0,(530) 476-3000,"COLUSA 1 1/2 MI TO CO LINE, COLUSA, CA 95932",GVL PARTNERS
COLUSA MHP,COLUSA,06-0016-MP,42.0,(530) 458-4149,"1450 LAKE AVE, COLUSA, CA 95932",BUSH
WILDERNESS UNLIMITED,COLUSA,06-0017-MP,3.0,CA 95987,"6084 HWY 20, 3 MI E OF WILLIAMS, WILLIAMS",WILDERNESS UNLIMTED
STONY MHP,COLUSA,06-0018-MP,7.0,(530) 963-3261,"5056 LODOGA STONYFORD RD, STONYFORD, CA 95979",BEITER
SUBURBAN MHP,COLUSA,06-0020-MP,5.0,(530) 476-2531,"OLIVE ST E OF 1ST ST, ARBUCKLE, CA 95912",FERRY
HILLS MHP,COLUSA,06-0021-MP,3.0,(530) 476-2531,"2ND\CYPRESS ST, ARBUCKLE, CA 95912",FERRY
BUTTES VIEW MOBILE HOME COMMUNITY,COLUSA,06-0022-MP,37.0,(530) 458-2898,"1801 HWY 20, COLUSA, CA 95932",NORCAL ENTERPRISES
COLUSA LANDING,COLUSA,06-0023-MP,0.0,(530) 458-2118,"3249 BUTTE SLOUGH RD, COLUSA, CA 95932",BUTTE CREEK FARMS
RICHMOND HUNTING CLUB 2,COLUSA,06-0028-MP,0.0,(707) 451-1690,"1630 OHM RD, ARBUCKLE, CA 95912",LITZKO
TERHEL FARMS TP 2,COLUSA,06-0029-MP,1.0,(530) 458-5855,"GRIDLEY RD, COLUSA, CA 95932",TERHEL FARMS INC
PRINCETON TP,COLUSA,06-0030-MP,0.0,(530) 439-2317,"165 COMMERCIAL ST, PRINCETON, CA 95970",GLASSGOW
DOWNTOWN MP I,COLUSA,06-0031-MP,10.0,(530) 458-5211,"236 MAIN ST., COLUSA, CA 95932",HINKEY
SAN MICHAEL RV PARK,COLUSA,06-0032-MP,1.0,(530) 473-2771,"200 N 7TH ST, WILLIAMS, CA 95987",GISH
BIG OAK MHP,CONTRA COSTA,07-0004-MP,54.0,(925) 625-2238,"200 W CYPRESS RD, OAKLEY, CA 94561",DUARTE CORP
AUDISS RV PARK,CONTRA COSTA,07-0005-MP,0.0,(510) 525-3435,"5828 EL DORADO AVE, EL CERRITO, CA 94530","AUDISS RV PARK,LLC"
BLUE TIP COMMUNITY PARK,CONTRA COSTA,07-0006-MP,13.0,(707) 287-7216,"111 DELTA RD, OAKLEY, CA 94561",GONSALVES
BRIDGEHEAD MOBILE HOME PARK,CONTRA COSTA,07-0009-MP,0.0,(925) 421-0691,"1059 MAIN ST, OAKLEY, CA 94561",BARR
CASTLE'S MOBILE HOME PARK,CONTRA COSTA,07-0012-MP,11.0,(925) 283-3188,"13352 SAN PABLO AVE, SAN PABLO, CA 94806",CASTLE'S MOBILE HOME PARK
CEDAR GARDENS MHP,CONTRA COSTA,07-0013-MP,12.0,(925) 280-1111,"395 HANLON WAY, BAY POINT, CA 94565",COTTON
VISTA DIABLO MHP,CONTRA COSTA,07-0014-MP,150.0,(925) 757-9321,"2901 SOMERSVILLE RD, ANTIOCH, CA 94509",VISTA DIABLO MOBILE ESTATES
HACIENDA MHP,CONTRA COSTA,07-0015-MP,73.0,(510) 235-8644,"1153 RUMRILL BLVD, SAN PABLO, CA 94806",SAN PABLO PROPERTY
FRONTIER MHP,CONTRA COSTA,07-0017-MP,35.0,(510) 223-3410,"2990 SAN PABLO DAM RD, SAN PABLO, CA 94803",PONTI
MARLINS RV PARK,CONTRA COSTA,07-0018-MP,0.0,(707) 864-0681,"381 ARTHUR RD, MARTINEZ, CA 94553",NEWELL
NORTH BROADWAY MP,CONTRA COSTA,07-0021-MP,39.0,(925) 458-2129,"105 125 N BROADWAY, BAY POINT, CA 94565",ZECCHIN
CREEKHILL MOBILE HOME COMMUNITY,CONTRA COSTA,07-0025-MP,14.0,(510) 934-4550,"4695 SAN PABLO DAM RD, EL SOBRANTE, CA 94803",CREEKHILL MHC LLC
GERKINS MH CT,CONTRA COSTA,07-0027-MP,62.0,(510) 234-2230,"2425 CHURCH LN, SAN PABLO, CA 94806",SHAFFER
BELLA VISTA TRAILER COURT,CONTRA COSTA,07-0029-MP,9.0,(510) 432-6234,"1570 WILLOW PASS RD, PITTSBURG, CA 94565",BENNETT
JIMS TP,CONTRA COSTA,07-0030-MP,8.0,(925) 381-7230,"134 N BROADWAY, BAY POINT, CA 94565",KACSMARYK
KIMBALL'S MOBILE HOME PARK,CONTRA COSTA,07-0031-MP,113.0,(510) 232-0143,"2451 CHURCH LN, SAN PABLO, CA 94806",JOHANSON
BETHEL ISLAND MANUFACTURED HOUSING COMMUNITY,CONTRA COSTA,07-0034-MP,27.0,(925) 684-2101,"4610 GATEWAY RD, BETHEL ISLAND, CA 94511",BETHEL ISLAND MCH LLC
MIDWAY MOBILE HOME PARK,CONTRA COSTA,07-0037-MP,25.0,(925) 634-6270,"3933 WALNUT BLVD, BRENTWOOD, CA 94513",MIDWAY MHP LLC
ANGEL'S MHP,CONTRA COSTA,07-0039-MP,3.0,(925) 458-3895,"393 HANLON WAY, BAY POINT, CA 94565",CRUZ
EAGLES LANDING,CONTRA COSTA,07-0042-MP,40.0,(925) 685-7530,"110 BERRY DR, PACHECO, CA 94553",CARTER
RIVERVIEW MHP,CONTRA COSTA,07-0047-MP,22.0,(510) 427-6444,"1526 WILLOW PASS RD, PITTSBURG, CA 94565",RIVERVIEW MHP LP
RODEO MOBILE HOME PARK,CONTRA COSTA,07-0048-MP,24.0,(916) 419-1972,"339 PARKER AVE, RODEO, CA 94572",RODEO MOBILE HOME & RV PARK
ALPINE MP,CONTRA COSTA,07-0049-MP,38.0,(510) 235-5287,"1824 21ST ST, SAN PABLO, CA 94806",WOODCOCK
SANDY POINT  3,CONTRA COSTA,07-0050-MP,44.0,(925) 755-8260,"5751 BRIDGEHEAD RD, OAKLEY, CA 94561",WILLSON
SUNNY ACRES MHP,CONTRA COSTA,07-0052-MP,177.0,(510) 895-8110,"1080 SAN MIGUEL RD, CONCORD, CA 94518",SUNNY ACRES ASSOCIATES
BOBS TP,CONTRA COSTA,07-0056-MP,0.0,(925) 672-8600,"122 N BROADWAY AVE, BAY POINT, CA 94565",RASNCC HOLDINGS
VICTORIA MOBILE VILLAGE,CONTRA COSTA,07-0057-MP,54.0,(925) 689-7622,"100 A STREET, CONCORD, CA 94520",ALLENTOWN COMPANY LLC
SOBRANTE MOBILODGE,CONTRA COSTA,07-0058-MP,44.0,(510) 223-0969,"4556 APPIAN WAY, EL SOBRANTE, CA 94803",BASS
VISTA DEL MONTE,CONTRA COSTA,07-0059-MP,28.0,(510) 741-9500,"2351 MONUMENT BLVD, CONCORD, CA 94520",DANKER INVESTMENTS INC
WILLOW PASS MP,CONTRA COSTA,07-0062-MP,63.0,(925) 825-3243,"3466 WILLOW PASS RD, CONCORD, CA 94520",WILLOW PASS MOBILEHOME PARK LLC
OAKLEY PALMS COMMUNITY LP,CONTRA COSTA,07-0064-MP,29.0,(510) 625-2874,"75 E BOLTON RD, OAKLEY, CA 94561",OAKLEY PALMS COMMUNITY LP
ORWOOD RESORT,CONTRA COSTA,07-0065-MP,18.0,(925) 634-7181,"4451 ORWOOD RD, BRENTWOOD, CA 94513",CAPRIO
SANTIAGO ISLAND VILLAGE,CONTRA COSTA,07-0066-MP,145.0,(925) 684-2144,"3505 GATEWAY RD, BETHEL ISLAND, CA 94511",SANTIAGO ISLAND VILLA
RUSSO'S MARINA,CONTRA COSTA,07-0067-MP,18.0,(925) 684-2024,"4000 WILLOW RD, BETHEL ISLAND, CA 94511",RUSSO
RIVERVIEW RESORT,CONTRA COSTA,07-0068-MP,0.0,(510) 684-2395,"6767 RIVERVIEW DR, BETHEL ISLAND, CA 94511",KENT
IDLE WHEELS MOBILE HOME PARK,CONTRA COSTA,07-0070-MP,98.0,(510) 232-6939,"13900 SAN PABLO AVE, SAN PABLO, CA 94806",DUNN
DIABLO MOBILE LODGE,CONTRA COSTA,07-0071-MP,73.0,(650) 969-4860,"1146 MEADOW LN, CONCORD, CA 94520",WANG
THE TREES,CONTRA COSTA,07-0073-MP,153.0,(925) 686-1711,"1310 MONUMENT BLVD, CONCORD, CA 94520",THE TREES ON MONUMENT LLC
SANDY POINT MOBILE HOME PARK,CONTRA COSTA,07-0075-MP,17.0,(925) 684-0943,"5625 SANDMOUND BLVD, OAKLEY, CA 94561",SANDY POINT LLC
PARK ROYALE,CONTRA COSTA,07-0077-MP,43.0,(510) 685-7559,"2050 MONUMENT BLVD, PLEASANT HILL, CA 94523",BASS
EAGLE CITY,CONTRA COSTA,07-0079-MP,149.0,(925) 625-2217,"2333 MAIN ST, OAKLEY, CA 94561",EAGLE CITY INC
FAR HILLS MP,CONTRA COSTA,07-0080-MP,62.0,(925) 458-4489,"247 BAILEY RD, BAY POINT, CA 94565",FAR HILLS MOBILE PARK PARTNERSHIP
THE WILLOWS AT BETHEL ISLAND,CONTRA COSTA,07-0082-MP,172.0,(925) 684-3536,"3656 WILLOW RD, BETHEL ISLAND, CA 94511",DENNEE
MARINA MOBILE MANOR,CONTRA COSTA,07-0083-MP,24.0,(925) 684-9022,"3255 WELLS RD, OAKLEY, CA 94561",SILVA
CLUB MARINA MHP,CONTRA COSTA,07-0086-MP,171.0,(925) 458-2878,"55 PACIFICA AVE, BAY POINT, CA 94565","CLUB MARINA MHC,LLC"
"CONCORD MOBILE COUNTRY CLUB, LLC",CONTRA COSTA,07-0088-MP,282.0,(925) 685-7851,"1056 SAN MIGUEL RD, CONCORD, CA 94518",MCDONNELL
BETHEL ISLAND,CONTRA COSTA,07-0090-MP,62.0,(916) 647-8735,"4400 GATEWAY RD, BETHEL ISLAND, CA 94511",BETHEL ISLAND ESTATES MHC LLC
CAMINO MHP,CONTRA COSTA,07-0091-MP,67.0,(925) 634-2427,"14530 BYRON HWY, BYRON, CA 94514",DUARTE
"CLAYTON PALMS COMMUNITY, LP",CONTRA COSTA,07-0093-MP,189.0,(925) 754-1434,"16711 MARSH CREEK RD, CLAYTON, CA 94517",PALMS PROPERTY MANAGEMENT INC
TOWN AND COUNTRY MOBILE HOME PARK,CONTRA COSTA,07-0096-MP,167.0,(650) 969-4860,"1060 SAN MIGUEL RD, CONCORD, CA 94518",WANG
WALNUT ACRES MHP,CONTRA COSTA,07-0097-MP,94.0,(925) 634-2311,"3660 WALNUT BLVD, BRENTWOOD, CA 94513",LEONARD AND SHARON DEL CHIARO FAMILY TRUST
TARA HILLS MOBILE MANOR,CONTRA COSTA,07-0098-MP,250.0,(510) 724-5480,"16401 SAN PABLO AVE, SAN PABLO, CA 94806",PACIFIC MOBILE MANAGEMENT COMPANY
CURRY CREEK TP,CONTRA COSTA,07-0099-MP,14.0,(510) 672-4480,"4440 MORGAN TERRITORY RD, CLAYTON, CA 94517",BASS
ADOBE MOBILE LODGE,CONTRA COSTA,07-0101-MP,77.0,(925) 687-4038,"3120 GRANT ST, CONCORD, CA 94520",L H CONCORD PROPERTY
CONCORD GARDENS MHP LTD,CONTRA COSTA,07-0102-MP,260.0,(925) 687-1074,"3161 TERRAZA DEL SOL, CONCORD, CA 94520","CONCORD GARDENS MHP,LTD"
CHATEAU MOBILE HOME PARK,CONTRA COSTA,07-0103-MP,122.0,(925) 754-1985,"3301 BUCHANON RD, ANTIOCH, CA 94509",BIGGS PROPERTY MANAGEMENT
CRESTVIEW MH VILLAGE,CONTRA COSTA,07-0104-MP,87.0,(925) 458-1517,"3777 WILLOW PASS RD, BAY POINT, CA 94565",CHEATHAM
SUN VALLEY VILLAGE,CONTRA COSTA,07-0105-MP,263.0,(925) 687-7410,"125 SAHARA DR, PACHECO, CA 94553",YOHANAN
CONCORD CASCADE,CONTRA COSTA,07-0108-MP,283.0,(925) 687-9331,"245 ARIA DR, PACHECO, CA 94553",MHC FINANCING LP
WOODGATE MHP,CONTRA COSTA,07-0109-MP,108.0,(925) 634-2626,"4603 BALFOUR RD, BRENTWOOD, CA 94513",SEKO CRANTZ ET AL
EMERALD COVE MHP,CONTRA COSTA,07-0110-MP,196.0,(925) 458-0885,"330 MELANIE DR, BAY POINT, CA 94565",QUALITY MOBILEHOME SALES
MARINERS COVE MHP,CONTRA COSTA,07-0111-MP,150.0,(925) 458-1695,"401 BOUNTY WAY, BAY POINT, CA 94565",MUSSER PROPERTIES
"RICHARD H. MCDONNELL RANCHO PROJECT, LLC",CONTRA COSTA,07-0112-MP,158.0,(925) 798-0720,"355 VISTA GRANDE, PACHECO, CA 94553",MCDONNELL
DELTA HAWAII MHP,CONTRA COSTA,07-0114-MP,281.0,(925) 439-9010,"875 STONEMAN AVE, PITTSBURG, CA 94565",MOBILEHOME ASSOCIATION
THE MEADOWS MHP,CONTRA COSTA,07-0115-MP,367.0,(925) 439-2107,"1515 POLARIS DR, PITTSBURG, CA 94565",MEADOWS MOBILE HOME PARK
BROOKVIEW PARK,CONTRA COSTA,07-0116-MP,78.0,(925) 682-0433,"1201 MONUMENT BLVD, CONCORD, CA 94520",JANICE L HANSEN SURVIORS TRUST
DELTA VILLA ESTATES,CONTRA COSTA,07-0117-MP,107.0,(925) 754-5588,"1900 STRASBOURG LN, ANTIOCH, CA 94509",HOMETOWN AMERICA
THE LAST RESORT MARINA,CONTRA COSTA,07-0120-MP,1.0,(916) 893-9999,"2600 DUTCH SLOUGH RD, OAKLEY, CA 94561",DIRISNALA
SUGAR BARGE,CONTRA COSTA,07-11201-MP,0.0,(925) 684-9075,"1440 SUGAR BARGE RD, BETHEL ISLAND, CA 94511",DAVID RIGGS/RIGGS ENTERPRISE INC
NEW DOC'S MARINA,CONTRA COSTA,07-11241-MP,0.0,(925) 684-3737,"3212 DUTCH SLOUGH RD, OAKLEY, CA 94561",MAES
SMOKEY HOLLOW,CONTRA COSTA,07-11601-MP,2.0,(925) 684-3921,"6777 RIVERVIEW RD, BETHEL ISLAND, CA 94511",KENT
WILLOW MOBILE HOME PARK,CONTRA COSTA,07-12241-MP,38.0,(831) 475-0335,"2885 WILLOW ROAD, SAN PABLO, CA 94806",CITY OF SAN PABLO REDEVELOPMENT
NORTHERN STAR MHP,DEL NORTE,08-0001-MP,8.0,(707) 464-4761,"4628 KING VALLEY RD, CRESCENT CITY, CA 95531",MAGUIRE
CAMP MARIGOLD GARDEN COTTAGES,DEL NORTE,08-0002-MP,0.0,(562) 429-6533,"16101 US HWY 101 N, KLAMATH, CA 95548",MCCULLOUGH
XAA-WAN'-K'WVT VILLAGE AND RESORT - SOUTH,DEL NORTE,08-0003-MP,99.0,(707) 487-3141,"12340 HWY 101, SMITH RIVER, CA 95567",TOLOWA DEE-NI' NATION
"PINEGROVE MHP, LLC",DEL NORTE,08-0004-MP,19.0,(707) 954-8893,"2200 NORTHCREST DR, CRESCENT CITY, CA 95531",BURNHAM
PACIFIC TERRACE MANOR,DEL NORTE,08-0005-MP,38.0,(707) 464-2439,"1093 HWY 101 NORTH, CRESCENT CITY, CA 95531",D. J. MOBILE LLC
TRAILS END,DEL NORTE,08-0006-MP,14.0,(707) 482-3585,"600 SARINA RD, SMITH RIVER, CA 95567",RESERVATION RANCH
KLAMATH COVE,DEL NORTE,08-0008-MP,32.0,(503) 719-4931,"16400 HWY 101 N., KLAMATH, CA 95548",LEE
GOLD RIVER LODGE,DEL NORTE,08-0016-MP,0.0,(707) 482-5105,"200 HUGHES RD, KLAMATH, CA 95548",BANSEMER
"NORTHCREST MHP, LLC",DEL NORTE,08-0017-MP,81.0,(707) 464-6315,"1950 NORTHCREST DR #22B, CRESCENT CITY, CA 95531",BURNHAM
ROWDY CREEK MHP,DEL NORTE,08-0019-MP,34.0,(707) 487-6061,"213 N FRED HAIGHT DR, SMITH RIVER, CA 95567",FROSINI
PACIFIC OCEAN PARK,DEL NORTE,08-0021-MP,48.0,(707) 464-5527,"1130 HWY 101 NORTH, CRESCENT CITY, CA 95531",LE PAPPAS RE LLC
SHADY BEND LLC,DEL NORTE,08-0024-MP,5.0,(707) 954-0032,"9070 HWY 199, GASQUET, CA 95543",TWOMEY
BUTTE MHP,DEL NORTE,08-0025-MP,26.0,(707) 356-2188,"1010 BUTTE ST, CRESCENT CITY, CA 95531",SEPAHMANSOUR
TERWER PARK RESORT,DEL NORTE,08-0026-MP,0.0,(707) 482-3855,"641 TERWER RIFFLE RD, KLAMATH, CA 95548",FLYNN CO INC
VILLAGE OF GASQUET,DEL NORTE,08-0029-MP,20.0,(802) 922-8320,"10300 HWY 199, GASQUET, CA 95543",HINTZ
OCEAN VIEWS RV PARK,DEL NORTE,08-0030-MP,3.0,(402) 371-0667,"14015 HWY 101 NORTH, SMITH RIVER, CA 95567",EWIN PROPERTIES OF CALIFORNIA LLC
XAA-WAN'-K'WVT VILLAGE AND RESORT - NORTH,DEL NORTE,08-0031-MP,35.0,(707) 487-3341,"200 SALMON HARBOR ROAD, SMITH RIVER, CA 95567",TOLOWA DEE-NI' NATION
CHINOOK RV RESORT,DEL NORTE,08-0032-MP,0.0,(805) 550-0774,"17465 HWY 101 NORTH, KLAMATH, CA 95548",CHINOOK RV RESORT LLC
NOMAD TP,DEL NORTE,08-0034-MP,17.0,(541) 469-7134,"9700 HWY 101 NORTH, SMITH RIVER, CA 95567",BLAIR
