Park Name,County,Park Identifier,Park Address,MH Spaces,Operated by
SKYWAY TRAILER COURT,BUTTE,04-0049-MP,"5615 SKYWAY, PARADISE, CA 95969, (530) 249-2974",17,"SUNSET PROPERTIES, PO BOX 66, RAVENDALE, CA 96123"
ALMOND GROVE MHP,BUTTE,04-0050-MP,"567 E LASSEN AVE, CHICO, CA 95973, (530) 342-6056",150,"ALMOND GROVE MHP INVESTORS, 1750 HUMBOLDT RD, CHICO, CA 95928"
FEATHER FALLS MOBILE ESTATES,BUTTE,04-0051-MP,"2465 PALERMO RD, PALERMO, CA 95968, (530) 532-1233",39,"PALERMO GROUP I,LLC, 3511 DEL PASO RD STE 160-147, SACRAMENTO, CA 95835"
RIFFLES RV PARK & CAMPGROUND,BUTTE,04-0052-MP,"4488 PACIFIC HEIGHTS RD, OROVILLE, CA 95965, (530) 534-9956",6,"SEIDENGLANZ, STEVEN, 4801 FEATHER RIVER BLVD #29, OROVILLE, CA 95966"
SCOTTYS TP,BUTTE,04-0054-MP,"12429 RIVER ROAD, CHICO, CA 95973, (707) 487-7031",12,"SCOTT, GARY, 12429 RIVER RD, CHICO, CA 95973"
OROVILLE MOBILEHOME PARK LLC,BUTTE,04-0055-MP,"4588 PACIFIC HEIGHTS RD, OROVILLE, CA 95965, (530) 534-7750",34,"OROVILLE MOBILEHOME PARK, LLC, 3511 DEL PASO ROAD SUITE 160-147, SACRAMENTO, CA 95835"
CHARDEN CT,BUTTE,04-0056-MP,"4783 LINCOLN BLVD, OROVILLE, CA 95966, (530) 518-5441",6,"TJ MANAGEMENT, PO BOX 7378, CHICO, CA 95927"
PLEASANT GROVE MHP,BUTTE,04-0057-MP,"6986 LINCOLN BLVD, OROVILLE, CA 95966, (530) 533-5193",88,"PULIZ, JOHN, 6986 LINCOLN BLVD 3A, OROVILLE, CA 95966"
FORBES TOWN MOBILE HOME AND RV,BUTTE,04-0058-MP,"5528 FORBESTOWN RD, FORBESTOWN, CA 95941, (619) 215-0904",15,"L & J REEDER LLC, 5278 TROJAN AVE, SAN DIEGO, CA 92115"
PONDEROSA MOBILE ESTATES,BUTTE,04-0059-MP,"6656 PENTZ RD, PARADISE, CA 95969, (916) 936-5450",54,"PONDEROSA MHC LLC, 3511 DEL PASO RD #160-147, SACRAMENTO, CA 95835"
KENTWOOD MOBILE ESTATES,BUTTE,04-0060-MP,"123 HENSHAW AVE, CHICO, CA 95926, (530) 343-4881",137,"BOURGEOIS, JING, 123 HENSHAW AVE OFFICE, CHICO, CA 95973"
FOREST GROVE MOBILE HOME,BUTTE,04-0061-MP,"8764 SKYWAY, PARADISE, CA 95969, (530) 520-4722",17,"SHERIDAN, SUSAN, PO BOX 2261, CHICO, CA 95927"
PALERMO MHP,BUTTE,04-0063-MP,"2099 PALERMO RD, PALERMO, CA 95968, (530) 877-6616",10,"JARLDANE, VALERIE, PO BOX 5064, OROVILLE, CA 95966"
GOLDEN FEATHER MOBILE HOME PARK,BUTTE,04-0064-MP,"703 ORO DAM BLVD WEST, OROVILLE, CA 95965, (530) 533-8679",100,"CASSIN, JAMES, PO BOX 200, ANDERSON, CA 96007"
IRON OAKS MH & RV COMMUNITY,BUTTE,04-0065-MP,"6355 LINCOLN AVE, OROVILLE, CA 95965, (530) 533-4348",40,"6355 LINCOLN LLC, 214 MAIN ST. # 147, EL SEGUNDO, CA 90245"
FOREST RANCH MP,BUTTE,04-0067-MP,"15685 FOREST RANCH RD, CHICO, CA 95926, (530) 896-1604",15,"OSEGUERA, JUAN, 801 WOOD MEADOW PLACE, OAKLEY, CA 94561"
FOREST VILLAGE LLC,BUTTE,04-0069-MP,"15614 FITZGERALD DR, FOREST RANCH, CA 95942, (916) 765-1250",20,"FOREST VILLAGE LLC, C/O SAMUEL WEINER P.O. BOX 225, RESCUE, CA 95672"
SIERRA TRAILS MHP,BUTTE,04-0070-MP,"1451 ORO DAM BLVD WEST, OROVILLE, CA 95965, (530) 533-7519",45,"SIERRA TRAILS, LLC, PO BOX 67188, SCOTTS VALLEY, CA 95067"
RANCHO VILLA MHP,BUTTE,04-0071-MP,"1170 HWY 99, GRIDLEY, CA 95948, (530) 713-6109",16,"MOORE, JIM, PO BOX 101, GRIDLEY, CA 95948"
EL DORADO MOBILE ESTATES,BUTTE,04-0072-MP,"9289 SKYWAY, PARADISE, CA 95969, (530) 877-2856",92,"MORGAN, CHRISTOPHER, PO BOX 1253, ROCKLIN, CA 95677"
RIDGEWOOD MHP,BUTTE,04-0079-MP,"6674 PENTZ RD 5A, PARADISE, CA 95969, (530) 872-1124",103,"FULLER, GLEN, 10556 COMBIE RD PMB 6232, AUBURN, CA 95602"
GOLDEN OAKS MHP,BUTTE,04-0080-MP,"3285 HWY 70, OROVILLE, CA 95965, (530) 693-4268",52,"GOLDEN OAKS MOBILE HOME PARK LLC, 3308 EL CAMINO AVE. 300-608, SACRAMENTO, CA 95821"
LAKE VISTA I,BUTTE,04-0081-MP,"6368 LINCOLN BLVD, OROVILLE, CA 95965, (530) 533-7800",89,"COB MHC LAKE VISTA ONE LLC, 17W220 22ND STREET SUITE # 220, OAKBROOK TERRACE, IL 60181"
MOUNTAIN VIEW MOBILE ACRES,BUTTE,04-0082-MP,"3156 ESPLANADE, CHICO, CA 95973, (530) 342-2989",116,"MOUNTAIN VIEW ACRES, MHP, LLC, 3511 DEL PASO RD SUITE 160/147, SACRAMENTO, CA 95838"
SAWMILL EDGEWOOD MHP,BUTTE,04-0083-MP,"5427 EDGEWOOD LN, PARADISE, CA 95969, (916) 432-3298",45,"SAWMILL EDGEWOOD MHP LLC, 3511 DEL PASO RD #160147, SACRAMENTO, CA 95835"
CAPE COD MOBILE ESTATES,BUTTE,04-0084-MP,"6799 SKYWAY, PARADISE, CA 95969, (530) 656-5653",49,"CAPE COD MOBILE ESTATES, LLC, 455 CAPITOL MALL #235, SACRAMENTO, CA 95814"
RANCHO CHICO MHP,BUTTE,04-0085-MP,"3541 CALLE PRINCIPAL, CHICO, CA 95973, (530) 891-5186",212,"RANCHO CHICO MHP LP, 3090 FITE CIR SUITE # 203, SACRAMENTO, CA 95827"
IDLEWILD ESTATES,BUTTE,04-0086-MP,"5393 SAWMILL RD, PARADISE, CA 95969, (530) 282-5652",35,"IDLEWILD ESTATES LLC, 214 MAIN ST. # 147, EL SEGUNDO, CA 90245"
COTTONWOOD MOBILE ESTATES,BUTTE,04-0087-MP,"2300 5TH AVE, OROVILLE, CA 95965, (530) 534-0804",107,"NORCAL ENTERPRISES, LP, 1654 THE ALAMEDA STE 100, SAN JOSE, CA 95126"
TOWN\COUNTRY MHP,BUTTE,04-0088-MP,"6580 LINCOLN BLVD, OROVILLE, CA 95966, (530) 534-0516",25,"BONES, TONI, PO BOX 117550, BURLINGAME, CA 94011"
MEADOWBROOK OAK MOBILE RANCH,BUTTE,04-0091-MP,"2426 WHEELOCK RD, OROVILLE, CA 95965, (916) 435-0104",25,"HYALITE INVESTMENTS, 3805 ATHERTON ROAD SUITE # 101, ROCKLIN, CA 95765"
QUAIL TRAILS VILLAGE,BUTTE,04-0092-MP,"5081 WILDERNESS WAY, PARADISE, CA 95969, (530) 877-6581",99,"LENZ, ROBERT, 3515 HIGHLAND AVE SUITE # 101, MANHATTAN BEACH, CA 90266"
SHERWOOD FOREST MHP,BUTTE,04-0093-MP,"1280 WAGSTAFF RD, PARADISE, CA 95969, (530) 801-1996",73,"HELD, RICHARD, 3706 LINDBROOK, ROCKLIN, CA 95765"
HOLLY HILLS MOBILE ESTATES,BUTTE,04-0094-MP,"5471 S LIBBY RD, PARADISE, CA 95969, (530) 592-6583",48,"AHR, RANDALL, PO BOX 248, PARADISE, CA 95967"
ROYAL PALMS MOBILE HOME PARK,BUTTE,04-0097-MP,"2135 NORD AVE, CHICO, CA 95926, (209) 932-8747",50,"ROYAL PALM MOBILE HOME PARK INVESTORS LLC, 6653 EMBARCADERO DR SUITE # C, STOCKTON, CA 95219"
OLIVE HILL MANUFACTURED HOUSING COMMUNITY,BUTTE,04-0098-MP,"2921 WYANDOTTE AVE, OROVILLE, CA 95966, (919) 533-8482",128,"COBBLESTONE II OLH LLC, 17W220 22ND ST. SUITE # 220, OAKBROOK TERRACE, IL 60181"
PARKVIEW ESTATES,BUTTE,04-0099-MP,"3864 OLIVE HWY, OROVILLE, CA 95965, (530) 854-4944",8,"FRIENDLY ACRES LLC, 8251 ALPINE AVE, SACRAMENTO, CA 95826"
ROCKY LANE MP,BUTTE,04-0101-MP,"6582 ROCKY LN, PARADISE, CA 95969, (530) 877-7902",28,"MCNEIL, DENNIS & RETZLOFF, TODD, C/O TRIDENT PROPERTY MANAGEMENT 1110 CIVIC CENTER BLVD STE 102, YUBA CITY, CA 95991"
FOREST GLEN MHP,BUTTE,04-0102-MP,"1080 PEARSON RD, PARADISE, CA 95969, (408) 371-1322",24,"CATANHO, KATHY, 3369 SOMERSET AVE, CASTRO VALLEY, CA 94546"
BUTTE CREEK MHP,BUTTE,04-0103-MP,"2321 HONEY RUN RD BOX 5, CHICO, CA 95928, (530) 343-9200",31,"NAVI, ALBERT, 550 SOUTH HILL ST SUITE # 1403, LOS ANGELES, CA 90013"
COHASSET MOBILE ESTATES,BUTTE,04-0104-MP,"8917 COHASSET RD, COHASSET, CA 95973, (707) 554-4434",14,"KING, MATTHEW, 1832 BROADWAY, VALLEJO, CA 94589"
OAKHILL ESTATES,BUTTE,04-0105-MP,"1340  BILLE RD, PARADISE, CA 95969, (530) 249-2974",20,"OAKHILL ESTATES LLC, 2949 WINTER NELL CIRCLE, MEDFORD, OR 97504"
WOODLANDS MOBILE HOME PARK,BUTTE,04-0106-MP,"5838 BLACK OLIVE, PARADISE, CA 95969, (530) 872-1431",21,"SCHOTT, RUDOLF & DAVID, PO BOX 463, MOUNT SHASTA, CA 96067"
BLUE SPRUCE MOBILE ESTATES,BUTTE,04-0107-MP,"7035 PENTZ RD, PARADISE, CA 95969, (530) 872-2920",32,"MORGAN, CHRISTOPHER, PO BOX 1253, ROCKLIN, CA 95677"
CHICO MOBILE HOME PARK,BUTTE,04-0108-MP,"370 E LASSEN AVE, CHICO, CA 95973, (530) 345-5987",71,"CHICO MOBILE HOME PARK LLC, 3511 DEL PASO RD #160-147, SACRAMENTO, CA 95835"
CANYON VIEW ESTATES,BUTTE,04-0109-MP,"5322 EDGEWOOD LN, PARADISE, CA 95969, (530) 877-6907",14,"WILLIAMS, ROBERT, PO BOX 4135, PARADISE, CA 95967"
CHICO MOBILE COUNTRY CLUB,BUTTE,04-0111-MP,"1901 DAYTON ROAD, CHICO, CA 95928, (949) 481-0909",178,"BOWLING, RICK, PO BOX 2308, LAGUNA HILLS, CA 92654"
THE OAKS SENIOR COMMUNITY,BUTTE,04-0112-MP,"183 CLUBHOUSE PARKWAY, OROVILLE, CA 95965, (530) 589-2969",284,"CHARLES J MARCOTTE LLC, 20513 ALMEDA STREET, CASTRO VALLEY, CA 94546"
DYE,BUTTE,04-0113-MP,"3063 6TH ST, BIGGS, CA 95917, (530) 868-5955",2,"DYE, DARYL & PAM, PO BOX 93, BIGGS, CA 95917"
HARMONY MOBILE HOME PARK,BUTTE,04-0114-MP,"1564 NORD AVE, CHICO, CA 95926, (415) 860-9151",27,"SPP CHICO 1 LLC, 88 ASPEN GLEN COURT, EDWARDS, CO 81632"
COACH HOUSE MOBILE ESTATES,BUTTE,04-0115-MP,"982 E LASSEN AVE, CHICO, CA 95973, (530) 342-5860",55,"ROJAK, LLC, 845 S. RIDGEMARK DR., HOLLISTER, CA 95023"
APPLE TREE VILLAGE,BUTTE,04-0117-MP,"1400 KILCREASE CIR, PARADISE, CA 95969, (530) 877-8901",167,"APPLE TREE VILLAGE LLC, PO BOX 255583, SACRAMENTO, CA 95865"
BLUE HAVEN MHP,BUTTE,04-0118-MP,"5510 CLARK RD, PARADISE, CA 95969, (530) 872-8100",37,"BLUE HAVEN MHP LLC, 3511 DEL PASO RD SPACE # 160/147, SACRAMENTO, CA 95835"
FOOTHILLS MOBILE HOME PARK,BUTTE,04-0119-MP,"2920 CLARK RD, OROVILLE, CA 95965, (530) 891-5303",115,"FOOTHILLS SOLAR COMMUNITY LP, 838 W. HASTINGS ST. # 300, "
LIME SADDLE MOBIL ESTATES,BUTTE,04-0120-MP,"4333 PENTZ RD, PARADISE, CA 95969, (707) 386-7548",31,"LIME SADDLE MHP, LLC, 455 CAPITOL MALL #235, SACRAMENTO, CA 95814"
CHATEAU MH ESTATES,BUTTE,04-0122-MP,"1023\1047 14TH ST, OROVILLE, CA 95965, (415) 722-0050",103,"MARLOW, JOHN, PO BOX 7537, MENLO PARK, CA 94026"
FENN HUNTING CLUB,BUTTE,04-0124-MP,"7955 PINTAIL LN, DURHAM, CA 95938, (530) 343-9108",0,"FENN, GENE, PO BOX 335, DURHAM, CA 95938"
PARADISE PINES RV PARK,BUTTE,04-0125-MP,"14360 SKYWAY, MAGALIA, CA 95954, (530) 413-8078",1,"14360 SKYWAY FAMILY TRUST, 14360 SKYWAY RD OFFICE, MAGALIA, CA 95954"
PINE RIDGE PARK,BUTTE,04-0126-MP,"5084 PENTZ RD, PARADISE, CA 95969, (530) 877-0677",1,"HEIDI RORICK-EVANS & HUCK RORICK, 5084 PENTZ RD, PARADISE, CA 95969"
CREEKSIDE VILLAGE,BUTTE,04-0127-MP,"3549 ESPLANADE, CHICO, CA 95926, (530) 345-4071",150,"CREEKSIDE VILLAGE TIC, PO BOX 2308, LAGUNA HILLS, CA 92654"
PLEASANT VALLEY,BUTTE,04-0130-MP,"1675 MANZANITA AVE, CHICO, CA 95926, (530) 343-0785",119,"LGC PLEASANT VALLEY LLC, 32313 BROADWAY ST SUITE # 101, SEBRING, FL 33870"
FEATHER WEST TRAVEL TP,BUTTE,04-0131-MP,"3922 PENTZ RD, PARADISE, CA 95969, (530) 877-9666",0,"GENTILE, ANTHONY, 227 BAY SHORE AVE., LONG BEACH, CA 90803"
PINE GROVE MHP,BUTTE,04-0132-MP,"1368 GARNET LN, PARADISE, CA 95969, (530) 877-7887",78,"HELD, RICHARD, 3706 LINDBROOK DRIVE, ROCKLIN, CA 95765"
CASA DE FLORES MH COMMUNITY,BUTTE,04-0133-MP,"701 E LASSEN AVE, CHICO, CA 95973, (530) 343-5551",309,"CASA DE FLORES A GENERAL PARTNERSHIP, 3090 FITE CIR SUITE # 203, SACRAMENTO, CA 95827"
RIVER ONE RV PARK,BUTTE,04-0135-MP,"751 ORO DAM BLVD WEST, OROVILLE, CA 95965, (530) 533-8679",1,"CASSIN, JAMES, PO BOX 493069, REDDING, CA 96049"
DINGERVILLE USA,BUTTE,04-0136-MP,"5813 PACIFIC HEIGHTS RD, OROVILLE, CA 95965, (530) 533-9343",42,"DINGERVILLE AURA, LLC, C/O JENNIFER O'KEEFE 22880 SAVI RANCH PARKWAY, YORBA LINDA, CA 92887"
LAKE VISTA II,BUTTE,04-0138-MP,"6386 LINCOLN BLVD, OROVILLE, CA 95965, (530) 833-7800",11,"COB MHC LAKE VISTA ONE LLC, 17W220 22ND STREET SUITE # 220, OAKBROOK TERRACE, IL 60181"
CHICO CREEK MH ESTATES,BUTTE,04-0141-MP,"1595 MANZANITA AVE, CHICO, CA 95926, (530) 942-3245",68,"CHICO CREEK MHE LP, 3090 FITE CIR SUITE # 203, SACRAMENTO, CA 95827"
RIVER REFLECTIONS,BUTTE,04-0142-MP,"4360 PACIFIC HEIGHTS RD, OROVILLE, CA 95965, (530) 533-1995",0,"NATURAL CONCEPTS INC, PO BOX 5064, OROVILLE, CA 95966"
BAMBI INN,BUTTE,04-0143-MP,"7436 HUMBOLDT RD, BUTTE MEADOWS, CA 95942, (530) 873-4125",0,"NEVERKOVEC, TOM & CONNIE, 7436 HUMBOLDT RD, BUTTE MEADOWS, CA 95942"
THE OUTPOST,BUTTE,04-0144-MP,"7589 HUMBOLDT RD, BUTTE MEADOWS, CA 95942, (530) 873-3050",0,"PRICHARD, WILLIAM, 7589 HUMBOLDT RD, BUTTE MEADOWS, CA 95942"
FALLING ROCK RV PARK,BUTTE,04-0146-MP,"3454 HWY 70, OROVILLE, CA 95965, (530) 533-9070",0,"DINYARI, SHADI, 44 ROSS AVE, FREEDOM, CA 95019"
CONCOW CAMP GROUND,BUTTE,04-0147-MP,"12967 CONCOW RD, OROVILLE, CA 95965, (530) 533-4266",0,"LAKE CONCOW ASSOCIATES INC, PO BOX 194, SUN VALLEY, ID 83353"
SPRINGFIELD MANOR MHP,BUTTE,04-0148-MP,"2050 SPRINGFIELD DR, CHICO, CA 95928, (530) 891-4981",91,"R & D MGMT,LLC, 730 POLHEMUS ROAD SUITE # 204, SAN MATEO, CA 94402"
RHOADS END,BUTTE,04-0149-MP,"1312 ORD DAM BLVD WEST, OROVILLE, CA 95965, (530) 533-2175",0,"SORIA, JESUS OR MYRNA, 539 WEST MAGNOLIA, INGLEWOOD, CA 90301"
EAGLE CREST ESTATES,BUTTE,04-0150-MP,"1 EAGLE CREST RD, OROVILLE, CA 95966, (530) 532-9214",12,"ENTERPRISE RANCHERIA, 2133 MONTE VISTA AVE, OROVILLE, CA 95966"
THE PLANTATION,BUTTE,04-0152-MP,"5550 BERRY CREEK DRIVE, PARADISE, CA 95969, (853) 876-9265",100,"THE PLANTATION LANDOWNERS ASSOCIATION, 208 BERRY CREEK DR, PARADISE, CA 95969"
LANCE TENNIS,BUTTE,04-0153-MP,"7595 AUGUS FRIAS RD, CHICO, CA 95926, (530) 891-5580",0,"TENNIS, LANCE, 806 WESTGATE CT, CHICO, CA 95926"
KNOTTY ESTATES,BUTTE,04-0155-MP,"1171 ORO DAM BLVD WEST, OROVILLE, CA 95965, (530) 534-6956",3,"MAHEW, JUDY & PETTER, ESTELLE, 1171 ORO DAM BLVD W NO 3, OROVILLE, CA 95965"
ALMOND TREE RV PARK,BUTTE,04-0156-MP,"3124 ESPLANADE, CHICO, CA 95973, (530) 899-1271",0,"ALMOND TREE RV PARK PARTNERSHIP, 2865 CACTUS AVE, CHICO, CA 95973"
GRIDLEY INN/RV PARK,BUTTE,04-10185-MP,"1490 HWY 99 E, GRIDLEY, CA 95948, (530) 846-4520",0,"KAUR, JASWINDER, 2718 KRISLEN ST, GRIDLEY, CA 95948"
AUTUMN FLIGHT DUCK CLUB,BUTTE,04-10280-MP,"4145 NELSON WEST RD, RICHVALE, CA 95974",0,"GRACE AG PARTNERSHIP, BOX 342, RICHVALE, CA 95974"
L.C. PROPERTIES HUNTING CLUB,BUTTE,04-11281-MP,"7202 SEVEN MILE LANE, CHICO, CA 95928, (530) 809-0475",17,"LC PROPERTIES, 250 VALLOMBROSA AVE STE 370, CHICO, CA 95926"
STANS RV PARK AND LOUNGE,BUTTE,04-11341-MP,"280 FAIRVIEW DRIVE, GRIDLEY, CA 95948, (530) 846-6020",0,"STAN, YOUNG, 280 FAIRVIEW DR, GRIDLEY, CA 95948"
LITTLE CHICO RV PARK,BUTTE,04-12621-MP,"1818 NORD AVE, CHICO, CA 95926, (530) 893-3082",0,"CARLSON, MARK, 568 PASEO COMPANEROS ST, CHICO, CA 95928"
DUNROVIN MH VILLAGE,CALAVERAS,05-0001-MP,"395 STANLEY RD, WEST POINT, CA 95255, (209) 293-7252",42,"IRON OAK PROPERTIES, 1647 WILLOW PASS ROAD #300, CONCORD, CA 94520"
SAN ANDREAS MHP,CALAVERAS,05-0003-MP,"607 MT RANCH RD, SAN ANDREAS, CA 95249, (209) 754-3424",22,"HELD, RICHARD, 1280 WAGSTAFF RD SPACE # 46, PARADISE, CA 95969"
SAFARI MOBILE HOME PARK,CALAVERAS,05-0006-MP,"4482 MORAN ROAD, AVERY, CA 95224, (209) 634-1245",40,"CALIFORNIA MOBILE HOME PARK INVESTORS 8 LLC, 6653 EMBARCADEO DR SUITE # C, STOCKTON, CA 95219"
GOLD STRIKE VILLAGE,CALAVERAS,05-0009-MP,"1925 GOLD STRIKE RD, SAN ANDREAS, CA 95249, (209) 213-7007",73,"GOLD STRIKE MHP LP, 3090 FITE CIR STE 203, SACRAMENTO, CA 95827"
VALLEY SPRINGS TRAILER CT,CALAVERAS,05-0012-MP,"224 ROSE ST, VALLEY SPRINGS, CA 95252, (209) 862-1374",15,"MEDEIROS, DAVID, 27651 PRESTON ROAD, NEWMAN, CA 95360"
"CASTLE ROCK MOBILE PARK, LLC",CALAVERAS,05-0013-MP,"247  HWY 12, VALLEY SPRINGS, CA 95252, (805) 705-1410",47,"FOLEY, DANNY, 4680 VIEJA DR, SANTA BARBARA, CA 93110"
BEAR MTN TP,CALAVERAS,05-0019-MP,"221 MONTE VERDE ST, ANGELS CAMP, CA 95222, (209) 736-0460",4,"GUARDADO, ARIEL, 3912 GATESVILLE AVE, MODESTO, CA 95357"
BIG HORN MHP,CALAVERAS,05-0021-MP,"314 S MAIN ST, ANGELS CAMP, CA 95222, (209) 736-2075",188,"BIG HORN PARK, LLC, PO BOX 446, ALTAVILLE, CA 95221"
TANWOOD MHP,CALAVERAS,05-0023-MP,"3950 HWY 4, AVERY, CA 95224, (209) 634-1245",36,"CALIFORNIA MOBILE HOME PARK INVESTORS LLC, 6653 EMBARCADERO DRIVE SUITE C, STOCKTON, CA 95219"
CAMANCHE SOUTH SHORE RECREATION AREA,CALAVERAS,05-0027-MP,"11700 WADE LN, VALLEY SPRINGS, CA 95252, (209) 772-8257",70,"EAST BAY MUNICIPAL UTILITY DISTRICT, 15083 CAMANCHE PARKWAY SOUTH, VALLEY SPRINGS, CA 95252"
SALT SPRING VALLEY RESORT,CALAVERAS,05-0033-MP,"7422 ROCK CREEK RD, COPPEROPOLIS, CA 95228, (209) 899-2460",3,"ROCK CREEK WATER DISTRICT, 9601 E HIGHWAY 4, FARMINGTON, CA 95230"
GOLDEN PINES RV RESORT & CAMPGROUND,CALAVERAS,05-0038-MP,"2869 HWY 4, DORRINGTON, CA 95223, (209) 795-2820",2,"SAVAGE, KC/TERRY, PO BOX 4248, CAMP CONNELL, CA 95223"
CALAVERAS VALLEY MOBILEHOME PARK,CALAVERAS,05-0048-MP,"245 RAILROAD FLAT RD, RAILROAD FLAT, CA 95248, (209) 293-1571",26,"CALAVERAS VALLEY VILLAGE LLC, 1910 TERRACINA DR. # 100, SACRAMENTO, CA 95834"
VALLEY SPRINGS MOBILE HOME PARK,CALAVERAS,05-0049-MP,"329 E SEQUOIA AVE, VALLEY SPRINGS, CA 95252, (209) 747-2117",36,"VALLEY SPRINGS MOBILE HOME PARK LLC, 3308 EL CAMINO AVE 300-608, SACRAMENTO, CA 95821"
CALAVERAS TIMBER TRAILS ASSOCIATION,CALAVERAS,05-0050-MP,"1071 AVERY SHEEP RANCH ROAD, AVERY, CA 95224, (209) 795-2130",0,"CALAVERAS TIMBER TRAILS ASSOCIATION, PO BOX 362, AVERY, CA 95224"
MURPHYS DIGGINS MHP,CALAVERAS,05-0054-MP,"216 TOM BELL RD, MURPHYS, CA 95247, (209) 728-3513",183,"REEVE, ROBERT, 216 TOM BELL RD #MD, MURPHYS, CA 95247"
LAKESIDE MOBILE ESTATES,CALAVERAS,05-0055-MP,"1475 RAILROAD FLAT RD, RAILROAD FLAT, CA 95248, (209) 754-5862",22,"LAKESIDE VENTURES LLC, PO BOX 363, RAIL ROAD FLAT, CA 95248"
OAK SHADOWS MHP,CALAVERAS,05-0056-MP,"1330 CALAVERITAS RD, SAN ANDREAS, CA 95249, (209) 754-4762",105,"OAK SHADOWS SAN ANDREAS LLC, 16211 N SCOTTSDALE RD SUITE # A6A-602, SCOTTSDALE, AZ 85254"
ANGELS COURT,CALAVERAS,05-0058-MP,"303 N BAKER, ANGELS CAMP, CA 95221, (209) 736-4900",22,"ANGELS CAMP LLC, 505 GOLDEN WEST AVE, OJAI, CA 93023"
DILLASHAW PARK,CALAVERAS,05-0059-MP,"273 N BAKER, ANGELS CAMP, CA 95221, (209) 736-2130",4,"DILLASHAW, JACK, PO BOX 163, ALTAVILLE, CA 95221"
ANGELS CAMP RV & CAMPING RESORT,CALAVERAS,05-0060-MP,"3069 HWY 49, ANGELS CAMP, CA 95222, (209) 736-0404",0,"LADYBUG VENTURES LLC, 3069 HWY 49, ANGELS CAMP, CA 95222"
ALMOND GROVE MHP,COLUSA,06-0002-MP,"880 TWELVETH ST, WILLIAMS, CA 95987, (530) 473-5620",17,"LINDSAY, GRACE, PO BOX 878, WILLIAMS, CA 95987"
HIGH STREET TRAILER COURT,COLUSA,06-0003-MP,"50 10TH ST, COLUSA, CA 95932, (530) 458-4424",30,"BERGH, OWEN, 2045 MIRACLE LANE, GREENWOOD, CA 95635"
GRIMES BOAT LANDING & FISHING RESORT,COLUSA,06-0004-MP,"1658 HWY 45, GRIMES, CA 95950, (530) 437-2333",6,"CATANIA, DEBBIE, PO BOX 190, GRIMES, CA 95950"
DOWNTOWN MP II,COLUSA,06-0006-MP,"27 3RD ST, COLUSA, CA 95932, (916) 663-0715",10,"HINKEY, JOYCE & TED, PO BOX 866, LOOMIS, CA 95650"
"MAXWELL MHP, LLC",COLUSA,06-0007-MP,"450 OLD HIGHWAY 99, MAXWELL, CA 95955, (916) 419-5002",26,"MAXWELL MHP LLC, 3308 EL CAMINO AVE 300-608, SACRAMENTO, CA 95821"
DOVE MHP,COLUSA,06-0009-MP,"222 7TH ST, WILLIAMS, CA 95987, (530) 473-5325",10,"KEENER, PATRICIA, 1001 HICKORY AVE, FAIRFIELD, CA 94533"
MACS COTTAGE TP,COLUSA,06-0010-MP,"375 BALSDON ST, GRIMES, CA 95950, (530) 437-2492",20,"SCHULTE, THOMAS, 500 GIUSEPPE CT STE 2, ROSEVILLE, CA 95678"
ARBUCKLE MHP,COLUSA,06-0011-MP,"1ST\PINE ST, ARBUCKLE, CA 95912, (530) 908-9494",10,"KEENER, PATRICIA, 1001 HICKORY AVE, FAIRFIELD, CA 94533"
WARDS BOAT LANDING,COLUSA,06-0014-MP,"2701 BUTE SLOUGH RD, COLUSA, CA 95932, (530) 696-2672",11,"AYALA, PETRA, 73 WALNUT TREE DR, COLUSA, CA 95932"
TERHEL FARMS MHP,COLUSA,06-0015-MP,"COLUSA 1 1/2 MI TO CO LINE, COLUSA, CA 95932, (530) 476-3000",42,"GVL PARTNERS, 777 N FIRST STREET #600, SAN JOSE, CA 95112"
COLUSA MHP,COLUSA,06-0016-MP,"1450 LAKE AVE, COLUSA, CA 95932, (530) 458-4149",42,"BUSH, ROBERT & MALONEY, SHARON, 6419 RIZAL CT, SAN JOSE, CA 95119"
WILDERNESS UNLIMITED,COLUSA,06-0017-MP,"6084 HWY 20, 3 MI E OF WILLIAMS, WILLIAMS, CA 95987, (530) 473-5788",3,"WILDERNESS UNLIMTED, 22425 MEEKLAND AVE, HAYWARD, CA 94541"
STONY MHP,COLUSA,06-0018-MP,"5056 LODOGA STONYFORD RD, STONYFORD, CA 95979, (530) 963-3261",7,"BEITER, RONALD & MERCIA, PO BOX 217, STONYFORD, CA 95979"
SUBURBAN MHP,COLUSA,06-0020-MP,"OLIVE ST E OF 1ST ST, ARBUCKLE, CA 95912, (530) 476-2531",5,"FERRY, JOHN, BOX 98, WILLIAMS, CA 95987"
HILLS MHP,COLUSA,06-0021-MP,"2ND\CYPRESS ST, ARBUCKLE, CA 95912, (530) 476-2531",3,"FERRY, JOHN & GLORIA, PO BOX 98, WILLIAMS, CA 95987"
BUTTES VIEW MOBILE HOME COMMUNITY,COLUSA,06-0022-MP,"1801 HWY 20, COLUSA, CA 95932, (530) 458-2898",37,"NORCAL ENTERPRISES, LP, 1654 THE ALAMEDA STE 100, SAN JOSE, CA 95126"
